,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
358,Itarema,80,BR,1595116800,77,-2.9248,-39.9167,78.78,13.6
359,Polis,0,CY,1595116800,77,35.0367,32.4264,72.75,1.01
360,Khovd,59,MN,1595116800,48,48.0056,91.6419,68.14,2.1
361,Mnogovershinnyy,18,RU,1595116800,83,53.9353,139.9242,67.37,3.58
362,Eureka,11,US,1595116800,64,40.8021,-124.1637,66.25,5.1
363,Narsaq,38,GL,1595116800,54,60.9167,-46.05,58.51,2.82
364,Cleethorpes,97,GB,1595116800,85,53.5605,-0.0323,59.54,7.65
365,Province of Mantua,0,IT,1595116800,65,45.1667,10.7833,65.75,7.83
366,Walvis Bay,0,NA,1595116800,19,-22.9575,14.5053,69.57,9.55
367,Kavaratti,99,IN,1595116800,77,10.5669,72.642,82.65,20.2
368,Pingxiang,100,CN,1595116800,74,27.6167,113.85,84.4,6.98
369,Lavrentiya,87,RU,1595116800,67,65.5833,-171.0,51.57,8.39
370,Imeni Poliny Osipenko,100,RU,1595116800,81,52.4201,136.4853,77.25,3.11
371,Shwebo,100,MM,1595116800,92,22.5667,95.7,77.13,12.1
372,Sambava,8,MG,1595116800,77,-14.2667,50.1667,66.74,11.56
373,Aracaju,48,BR,1595116800,75,-10.9111,-37.0717,76.51,11.95
374,Pathein,100,MM,1595116800,89,16.7833,94.7333,78.35,4.81
375,Cururupu,9,BR,1595116800,89,-1.8283,-44.8683,75.18,1.36
376,Seoul,95,KR,1595116800,59,37.5683,126.9778,77.54,7.16
377,Necochea,88,AR,1595116800,89,-38.5473,-58.7368,51.03,4.59
378,Puerto Cabezas,40,NI,1595116800,74,14.0351,-83.3888,84.56,8.61
379,Koshurnikovo,0,RU,1595116800,86,54.1667,93.3,51.91,2.26
380,Nurlat,100,RU,1595116800,98,54.4277,50.8051,61.88,3.96
381,Nueva Loja,58,EC,1595116800,72,0.0847,-76.8828,78.82,2.21
382,Mahibadhoo,100,MV,1595116800,77,3.7833,72.9667,82.76,19.64
383,Manggar,93,ID,1595116800,82,-2.8833,108.2667,81.63,7.94
384,Broome,32,US,1595116800,59,42.2506,-75.833,80.8,1.32
385,Urusha,57,RU,1595116800,92,54.05,122.9,70.95,10.47
386,Senno,100,RU,1595116800,77,59.5336,33.9167,56.66,0.31
387,Esim,67,GH,1595116800,91,4.8699,-2.2405,75.36,6.4
388,Ust-Nera,100,RU,1595116800,43,64.5667,143.2,66.47,4.38
389,Nantucket,46,US,1595116800,91,41.2835,-70.0995,73.44,11.72
390,Bantogon,15,PH,1595116800,75,6.5333,124.0333,81.03,2.71
391,Samarai,94,PG,1595116800,85,-10.6167,150.6667,77.27,16.11
392,Moscow,9,RU,1595116800,88,55.7522,37.6156,61.45,4.23
393,Port Blair,49,IN,1595116800,79,11.6667,92.75,81.09,5.99
394,Santa Inês,10,BR,1595116800,72,-3.6667,-45.38,75.76,0.81
395,Marshall,61,US,1595116800,64,34.3834,-86.3333,85.69,2.48
396,Bilma,43,NE,1595116800,34,18.6853,12.9164,87.35,9.44
397,Ust'-Uda,85,RU,1595116800,74,54.1742,103.0304,53.44,3.11
398,Cidreira,1,BR,1595116800,86,-30.1811,-50.2056,65.64,9.57
399,Moose Factory,49,CA,1595116800,44,51.2585,-80.6094,82.56,4.7
400,Boddam,62,GB,1595116800,67,57.4667,-1.7833,53.2,14.85
401,Neyvo-Shaytanskiy,94,RU,1595116800,92,57.7286,61.2496,63.64,3.51
402,Hervey Bay,4,AU,1595116800,78,-25.2986,152.8535,63.28,6.58
403,Hazorasp,0,UZ,1595116800,33,41.3194,61.0742,84.99,5.66
404,Robertsport,100,LR,1595116800,86,6.7533,-11.3686,75.65,1.86
405,Skibbereen,48,IE,1595116800,69,51.55,-9.2667,56.57,10.67
406,Nunchía,46,CO,1595116800,78,5.6406,-72.1986,77.5,1.95
407,Shakhtinsk,7,KZ,1595116800,74,49.71,72.5872,66.67,11.39
408,Andenes,21,NO,1595116800,81,69.3143,16.1194,55.71,8.72
409,Kitimat,95,CA,1595116800,83,54.0524,-128.6534,60.13,3.87
410,Dunedin,0,NZ,1595116800,81,-45.8742,170.5036,50.68,9.51
411,Soyo,0,AO,1595116800,89,-6.1349,12.3689,71.22,1.92
412,Kinshasa,0,CD,1595116800,65,-4.3246,15.3215,77.22,1.23
413,Myitkyina,100,MM,1595116800,97,25.3833,97.4,74.73,1.7
414,Brigantine,3,US,1595116800,70,39.4101,-74.3646,80.64,7.36
415,Carbonia,11,IT,1595116800,86,39.1672,8.5222,70.86,3.15
416,Hoa Binh,59,VN,1595116800,74,20.8133,105.3383,84.78,2.06
417,Pāsighāt,100,IN,1595116800,88,28.0667,95.3333,76.93,1.79
418,Bagdarin,100,RU,1595116800,69,54.4333,113.6,56.98,6.51
419,Shache,100,CN,1595116800,37,38.4167,77.2406,75.52,4.92
420,Sühbaatar,88,MN,1595116800,65,50.2314,106.2078,57.4,2.46
421,Erzin,6,TR,1595116800,80,36.9559,36.2,76.15,1.48
422,Beringovskiy,99,RU,1595116800,89,63.05,179.3167,50.65,4.52
423,Lagoa,16,PT,1595116800,79,39.05,-27.9833,69.12,13.0
424,Aklavik,95,CA,1595116800,89,68.2191,-135.0107,45.79,8.86
425,Hualmay,18,PE,1595116800,76,-11.0964,-77.6139,62.29,8.25
426,Assiut,0,EG,1595116800,43,27.181,31.1837,81.32,7.74
427,Nosy Varika,91,MG,1595116800,80,-20.5833,48.5333,66.27,6.55
428,Awjilah,0,LY,1595116800,51,29.1081,21.2869,78.82,8.5
429,Borogontsy,86,RU,1595116800,80,62.6683,131.1683,68.4,5.12
430,Pierre,20,US,1595116800,31,44.3683,-100.351,86.16,14.63
431,Kollam,69,IN,1595116800,76,8.8833,76.6,80.13,8.68
432,Rome,40,US,1595116800,64,43.2128,-75.4557,80.87,2.04
433,Creston,18,US,1595116800,75,41.0586,-94.3614,86.9,14.81
434,Sehithwa,0,BW,1595116800,44,-20.4667,22.7167,51.98,7.23
435,Show Low,40,US,1595116800,22,34.2542,-110.0298,82.98,9.55
436,Qaqortoq,41,GL,1595116800,58,60.7167,-46.0333,57.43,1.36
437,Tautira,48,PF,1595116800,76,-17.7333,-149.15,77.25,19.77
438,Koungou,0,YT,1595116800,64,-12.7336,45.2042,76.77,28.83
439,Berezovyy,41,RU,1595116800,79,51.6667,135.7,78.91,3.04
440,Chippewa Falls,71,US,1595116800,73,44.9369,-91.3929,85.12,11.77
441,Olive Branch,29,US,1595116800,54,34.9618,-89.8295,90.93,4.27
442,Kiama,91,AU,1595116800,61,-34.6833,150.8667,59.5,5.12
443,Atar,37,MR,1595116800,19,20.5169,-13.0499,99.54,9.93
444,Kolno,0,PL,1595116800,86,53.4115,21.9291,60.69,5.59
445,Killarney,2,IE,1595116800,89,52.05,-9.5167,48.58,3.09
446,Lázaro Cárdenas,30,MX,1595116800,67,17.9583,-102.2,86.11,9.93
447,Quelimane,25,MZ,1595116800,90,-17.8786,36.8883,66.97,5.12
448,Orán,100,AR,1595116800,56,-23.1322,-64.326,73.98,3.38
449,Karratha,72,AU,1595116800,73,-20.7377,116.8463,66.36,8.43
450,Noyabrsk,58,RU,1595116800,89,63.1994,75.4507,65.25,5.5
451,Şuşani,98,RO,1595116800,88,44.5833,24.1,62.98,4.07
452,Edson,62,CA,1595116800,36,53.5835,-116.4356,73.4,5.57
453,Voh,49,NC,1595116800,58,-20.9667,164.7,74.19,8.84
454,Akureyri,87,IS,1595116800,82,65.6835,-18.0878,42.39,5.01
455,Pacific Grove,29,US,1595116800,78,36.6177,-121.9166,62.78,8.25
456,Marsá Maţrūḩ,0,EG,1595116800,81,31.3525,27.2453,75.78,8.7
457,Raahe,45,FI,1595116800,85,64.6833,24.4833,61.43,13.35
458,General Roca,56,AR,1595116800,40,-39.0333,-67.5833,61.21,5.95
459,Verkhoyansk,99,RU,1595116800,76,67.5447,133.385,64.15,1.41
460,Stellenbosch,0,ZA,1595116800,80,-33.9346,18.8668,50.5,3.31
461,Geraldton,4,AU,1595116800,84,-28.7667,114.6,54.05,9.19
462,Peno,12,RU,1595116800,81,56.9262,32.7426,55.98,4.32
463,Iranshahr,8,IR,1595116800,41,27.2025,60.6848,94.28,3.42
464,Dalby,0,AU,1595116800,70,-27.1833,151.2667,62.02,4.74
465,Heide,100,DE,1595116800,80,54.2,9.1,65.08,5.5
466,Campagna,16,IT,1595116800,66,40.6653,15.1059,65.12,6.33
467,Riachão das Neves,9,BR,1595116800,44,-11.7461,-44.91,73.92,5.06
468,Havelock,40,US,1595116800,74,34.8791,-76.9013,84.97,8.08
469,Umm Hājar,34,TD,1595116800,58,13.2954,19.6966,82.18,8.19
470,Mata,0,PT,1595116800,49,40.683,-7.4592,71.55,1.97
471,Berdigestyakh,99,RU,1595116800,68,62.0989,126.6992,70.54,2.39
472,Anloga,59,GH,1595116800,87,5.7947,0.8973,75.69,10.11
473,Beira,50,MZ,1595116800,80,-19.8436,34.8389,69.06,9.24
474,Serebryanyy Bor,99,RU,1595116800,90,56.8,124.8,66.85,4.25
475,Marmande,0,FR,1595116800,68,44.5,0.1667,67.89,5.99
476,Baykit,3,RU,1595116800,75,61.67,96.37,52.9,4.38
477,Bereda,4,ES,1595116800,89,43.2686,-7.5406,63.93,2.98
478,Ystad,89,SE,1595116800,81,55.4297,13.8204,60.93,2.48
479,Gushikawa,25,JP,1595116800,83,26.3544,127.8686,83.73,13.65
480,Ekhabi,100,RU,1595116800,91,53.5102,142.9671,60.13,7.07
481,Berlevåg,94,NO,1595116800,82,70.8578,29.0864,51.94,5.84
482,Wasilla,75,US,1595116800,61,61.5814,-149.4394,64.62,3.29
483,Xining,0,CN,1595116800,75,36.6167,101.7667,52.74,2.55
484,Mabaruma,4,GY,1595116800,87,8.2,-59.7833,79.0,3.29
485,Laas,22,IT,1595116800,59,46.6166,10.7002,55.31,3.69
486,Ucluelet,18,CA,1595116800,79,48.9329,-125.5528,65.3,11.99
487,Dolinsk,88,RU,1595116800,78,47.35,142.8,71.85,1.66
488,Zamboanguita,81,PH,1595116800,77,9.1025,123.1996,82.45,7.45
489,Port-Gentil,37,GA,1595116800,90,-0.7193,8.7815,74.44,11.34
490,Agüimes,40,ES,1595116800,51,27.9054,-15.4461,77.77,13.8
491,Catacocha,32,EC,1595116800,73,-4.0667,-79.6333,63.54,1.41
492,Shenjiamen,79,CN,1595116800,90,29.9576,122.298,78.62,23.22
493,Harnai,0,PK,1595116800,45,30.1005,67.9374,88.75,2.39
494,Nuuk,18,GL,1595116800,68,64.1835,-51.7216,53.71,9.71
495,Enniscorthy,61,IE,1595116800,92,52.5008,-6.5578,53.62,4.85
496,Altay,0,CN,1595116800,38,47.8667,88.1167,75.78,4.45
497,Juradó,97,CO,1595116800,82,7.1053,-77.7641,81.03,2.73
498,Chifeng,93,CN,1595116800,66,42.2683,118.9636,71.91,6.38
499,Xingcheng,100,CN,1595116800,83,40.6167,120.7167,72.16,7.14
500,Tulum,52,MX,1595116800,71,20.2167,-87.4667,85.03,4.47
501,Mount Darwin,0,ZW,1595116800,87,-16.7725,31.5838,49.6,2.91
502,Buenos Aires,71,AR,1595116800,97,-34.6132,-58.3772,59.65,7.49
503,Kununurra,16,AU,1595116800,28,-15.7667,128.7333,74.77,9.93
504,Opuwo,0,NA,1595116800,39,-18.0607,13.84,53.82,12.59
505,Fort-Shevchenko,0,KZ,1595116800,63,44.5086,50.263,81.72,9.31
506,Lorengau,85,PG,1595116800,76,-2.0226,147.2712,82.65,4.41
507,Penzance,100,GB,1595116800,95,50.1186,-5.5371,60.62,12.01
508,Tiarei,39,PF,1595116800,75,-17.5333,-149.3333,77.77,20.92
509,Garoowe,66,SO,1595116800,61,8.4054,48.4845,76.08,29.66
510,Tezu,100,IN,1595116800,87,27.9167,96.1667,76.12,1.41
511,Camaná,60,PE,1595116800,75,-16.6228,-72.7111,61.3,6.33
512,Mongoumba,57,CF,1595116800,96,3.6415,18.5936,68.52,0.94
513,Yar-Sale,98,RU,1595116800,92,66.8333,70.8333,49.51,11.63
514,Iquitos,76,PE,1595116800,87,-3.7481,-73.2472,77.4,1.59
515,Businga,35,CD,1595116800,94,3.3333,20.8833,69.35,0.74
516,Daru,77,PG,1595116800,84,-9.0763,143.2092,77.05,13.62
517,Touros,82,BR,1595116800,85,-5.1989,-35.4608,75.27,15.03
518,Dehlorān,0,IR,1595116800,9,32.6941,47.2679,97.88,8.25
519,Diamantino,0,BR,1595116800,35,-14.4086,-56.4461,83.16,4.47
520,Lubango,0,AO,1595116800,46,-14.9172,13.4925,50.38,6.96
521,Chikwawa,33,MW,1595116800,90,-16.0335,34.8009,61.52,3.33
522,Bebedouro,30,BR,1595116800,49,-20.9494,-48.4792,71.71,8.23
523,Uíge,0,AO,1595116800,41,-7.6087,15.0613,64.38,3.15
524,Tver',0,RU,1595116800,82,56.8619,35.8931,52.74,4.47
525,Cascais,10,PT,1595116800,83,38.6979,-9.4215,67.55,8.7
526,Varna,0,BG,1595116800,79,43.2167,27.9167,67.1,5.79
527,Acapetahua,45,MX,1595116800,68,15.2833,-92.7,88.11,1.88
